TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
APOA1BP,1490.1595,1621.8777,1313.5224,1079.8820,1991.6753,2567.5601,1852.5253,1695.9502,2159.6958,1525.2754,2083.2463,2741.0999,4052.5554,1097.9154,1740.4011,1594.5152,1564.1298,5112.9695,1866.8942,1695.0549,2850.5747,6046.9152,1082.0941,2146.2926,1418.6321,1331.3927,5914.3179,2180.4272,1379.3284,1781.9048,3111.3559,3178.0488,2455.8322,1808.8144,2210.5263,2631.9741,5040.2824,4573.8935,2200.6689,2403.5398,7690.5302,8449.3890,5151.6694,3748.2877,1206.1921,1712.5487,2395.0500,5565.1685,1279.7428,1443.2292,1916.6972,2357.7649,2121.7116,901.1496,1884.6828,2449.4080,2223.2667,1994.6028,1553.2394,2396.6962,1108.8190,2591.0080,3005.1335
TMEM11,739.3414,741.1714,384.4057,504.3248,677.2112,620.6134,459.0909,364.4860,439.3747,423.7211,473.2209,733.7670,624.3973,388.5028,434.9570,441.7238,407.7876,875.9745,638.9078,447.8022,615.9567,994.8586,372.7847,513.5271,430.4245,414.6888,735.0620,550.8448,488.4575,515.2381,676.2859,561.5854,667.3513,399.9111,398.8920,577.0323,454.7342,456.1140,533.4448,568.3382,559.5214,642.7138,939.0627,739.7260,436.6882,510.3068,526.8920,750.5618,429.7964,430.2083,517.4056,542.8157,661.1720,356.0097,647.7566,528.5253,517.0388,477.2967,304.7887,643.7758,354.3063,464.1044,431.7248
HSD17B4,2125.0025,2225.2369,2615.5943,2329.9074,2394.1727,2812.3791,2639.8990,2975.7009,1493.8741,2601.4788,2137.5504,3203.7847,2500.4822,2090.9665,2432.0917,1310.9696,1849.2035,1943.0191,2304.4369,2651.0989,1860.0406,2657.4550,2095.7425,2152.8056,2003.1447,1698.6117,2604.2841,2246.3075,1989.5068,2454.2857,2262.8043,2946.9512,1903.2059,2783.2521,2774.5152,1569.1747,2219.6844,3201.0503,2306.0201,2150.6391,2717.5573,2776.5822,1889.5044,1505.9932,2183.4408,2745.7015,2280.8187,2816.8539,2230.4394,2648.4375,2857.2127,1920.8999,2245.9072,2534.0970,1690.3559,3400.4306,1985.8989,2639.4462,2887.3239,773.0973,1834.9665,1517.0413,2552.3614
OAT,369.0667,1853.5745,2004.3621,1555.7138,1145.4735,1688.3117,1638.8889,1316.5109,937.8961,1268.1455,1207.8174,1184.6245,1631.6297,833.2280,1548.4241,1267.3849,1365.4277,1586.3926,2404.0956,1472.5275,1344.8276,813.6247,810.7558,1202.9058,915.0943,1088.2221,2312.2886,1152.2686,922.8751,1102.3810,1572.8604,1414.0244,645.3282,1370.2022,1457.6177,1126.9795,1250.0000,1637.6594,909.6990,1419.0757,1818.0318,1571.4025,972.0018,837.3288,1125.6379,554.0040,1234.6502,1474.7191,596.9989,1252.0833,1489.1902,1148.7663,825.1101,1065.1448,830.5312,823.4661,958.8719,1721.4596,1299.7183,2056.4012,1576.0701,1222.6251,1757.7002
MRPL50,604.0371,310.9388,382.2246,366.3376,499.4797,333.2412,783.3333,292.8349,535.6992,420.0996,444.5771,448.0189,671.1668,428.9324,455.0143,348.1881,526.7257,876.5415,569.2833,520.1465,484.1109,565.5527,440.8230,554.6092,384.8270,682.0421,541.1499,462.0125,572.9276,528.5714,373.6094,709.1463,284.7639,457.9627,515.2355,483.4118,399.0864,643.6609,610.3679,606.0964,1484.6297,1699.0699,734.2417,514.5548,431.3886,580.6023,553.5459,891.0112,433.0118,422.3958,548.1861,470.9724,259.2300,440.4796,492.6251,521.5285,434.7826,453.3615,308.1690,720.7080,619.9072,215.3735,422.9979
COX7B,1386.2651,3101.2059,983.6423,819.7822,1509.2612,1560.0995,2161.1111,1866.6667,3381.4956,839.5956,1631.5083,2513.0692,5014.4648,1021.4782,1467.6218,1111.6552,2274.9263,5406.6619,1977.4744,1593.4066,1697.0926,4243.5733,1052.7602,2246.9940,1279.8742,1429.0193,6365.2762,1127.6166,1501.5740,1460.0000,1948.6728,2318.2927,1940.5940,1634.1988,1610.5263,2257.4919,996.6777,6057.0143,2461.5385,2004.7198,13332.7832,10128.7616,4642.0123,1470.8904,1324.9034,1902.1564,2411.7087,5441.5730,1231.5113,1328.6458,1527.7880,1809.1437,2354.2960,1171.0412,1628.4683,2118.9451,1383.0787,1571.7470,1803.9437,1744.4248,2387.8288,1644.6701,4266.9405
RARS2,607.6613,422.4806,498.9095,726.1626,284.7034,497.3750,778.2828,369.4704,593.1559,577.6369,559.7494,891.3069,752.1697,525.5843,390.2579,466.2096,665.4867,752.9412,655.9727,445.0549,603.7863,1122.7506,546.3435,489.9800,487.0283,744.2902,464.4870,485.8145,878.8038,612.8571,653.8165,713.4146,620.7442,507.7212,367.8670,349.1635,471.3455,666.1665,807.6923,684.7591,897.8750,1637.0600,516.8438,880.1370,790.7024,712.8337,666.3494,651.1236,526.2594,628.1250,437.7672,692.3077,246.5846,496.5182,601.5472,488.6975,427.7321,550.5104,277.7465,2642.5959,535.3275,329.2241,575.9754
LACTB2,204.7686,327.3040,190.2944,30.5281,285.5359,363.0837,123.2323,189.4081,207.8580,103.2141,264.9560,391.7209,382.3529,131.3961,185.6734,233.5945,200.1180,506.3076,178.8396,289.3773,254.9020,325.8355,145.4471,164.3287,170.5975,60.9046,481.3980,104.5585,163.6936,180.4762,296.5084,337.8049,300.6410,158.9508,468.1440,221.3920,238.3721,627.1568,384.6154,230.0885,1005.9831,1088.4552,195.2388,219.1781,243.7822,161.1095,328.4150,832.0225,132.9046,250.0000,132.8936,42.0900,330.1344,63.0434,179.4740,180.3014,137.4853,177.4023,172.9577,155.2802,281.0727,137.7810,568.2752
NDUFA11,1307.1362,1113.6951,1187.0229,983.9951,3448.9074,2701.2987,2266.5051,1197.5078,2406.4216,1201.6538,2236.6105,2065.0503,3825.4581,1141.5035,2081.3754,2206.6601,2701.5929,2974.3444,2946.0751,2173.0769,3556.4571,8535.3470,1495.2129,1351.7034,2417.0597,1584.4156,7381.0598,1217.7239,1406.0860,2148.5714,3285.8244,1482.3171,2253.7727,2085.2506,1342.9363,2816.2711,1223.0066,2153.7884,2083.6120,3075.7089,8658.5517,10348.3494,7169.9356,5345.8904,1144.7166,2085.8668,2790.5759,4901.1236,1743.5798,1268.2292,1497.4960,1920.8999,1955.5154,1202.7690,1280.6601,1807.3197,1729.7297,1525.7538,1318.3099,1822.3009,1771.0160,2132.7049,2845.4825
CHCHD7,724.2405,382.8596,557.2519,265.3913,501.5609,376.3471,589.8990,662.9283,456.2738,383.8841,606.8924,380.3666,949.8554,849.0208,557.5931,427.5220,449.7935,775.6201,238.9078,559.5238,440.1623,540.4884,217.1522,503.5070,535.3774,649.3506,1018.0383,572.5215,260.7555,345.2381,242.7580,1007.3171,440.9742,209.1701,605.5402,362.7060,318.1063,1064.5161,682.2742,432.2517,857.4376,1012.5844,591.1065,230.3082,535.2610,482.9486,408.8529,442.1348,357.9850,619.7917,466.5934,613.9332,1282.1497,560.7977,167.0964,868.6760,385.4289,1016.5435,502.5352,510.2065,552.3466,342.2770,727.4127
SHMT2,1635.7324,3530.1464,1409.4875,5163.7326,2946.5140,1970.1575,2205.0505,1826.1682,2276.2991,1497.5102,1802.7749,2923.7138,1543.8766,1817.4352,1786.2464,1962.7816,2359.4100,2581.4316,2739.9317,1142.8571,1856.6599,6247.4293,1683.4386,3949.8998,1598.2704,1717.8683,2051.8602,1858.6760,3397.6915,1299.0476,3349.7081,1843.9024,1566.7134,2221.6258,1905.8172,1695.7685,2242.5249,2077.2693,2637.1237,2924.6804,2583.0411,2249.1337,3961.0720,2647.2603,1694.8164,1802.2229,2350.3094,2949.4382,1838.1565,1887.5000,2024.1847,1818.5776,1993.9031,1887.5932,1386.2816,1593.1109,2405.4054,1630.8811,1926.7606,3389.2625,1902.5271,2581.5809,1699.6920
MTHFD2,1958.2882,1851.8519,691.9302,615.8543,8752.5494,1137.8834,899.4949,893.4579,1382.3405,622.3027,2758.7647,1270.2543,677.9171,979.7852,2442.9799,816.8462,425.7227,2081.9277,582.2526,282.0513,2089.9256,2735.8612,888.1646,300.1002,948.8994,736.6771,948.1398,634.1515,1272.2980,938.5714,3495.9797,1592.0732,606.4036,902.5643,1036.5651,917.3637,686.4618,1090.0225,958.1940,481.4159,1402.9296,3142.0755,1314.5680,1313.3562,606.2758,1642.6332,989.0528,630.3371,694.5338,1531.2500,1170.1478,354.8621,2716.4954,2416.2512,757.9165,1083.9612,730.9048,668.3093,705.3521,1687.3156,767.9216,1090.6454,1319.3018
CPS1,72.4844,668.8200,684.2966,103.7957,1474.2976,278.5300,129.7980,340.8100,145.3316,543.2322,44.7561,59.6097,20.2507,458.6229,217.7650,358.9618,52.3894,230.1914,489.4198,706.9597,74.3746,61.0540,648.6046,12.5251,170.5975,209.1357,218.7148,529.5930,23.0850,196.1905,1156.9556,104.2683,334.9560,800.2829,603.3241,48.2823,598.0066,39.0098,498.3278,31.8584,51.9909,188.2181,41.3236,262.8425,36.0374,636.4586,564.4931,38.2022,154.3408,379.6875,165.6284,238.7518,559.5574,307.3880,28.4683,54.3595,54.0541,295.6705,474.3662,111.8584,4.1258,13.0529,99.5893
TRMT2B,318.9316,794.5736,269.3566,152.2336,384.5994,379.1103,388.3838,584.4237,265.3147,384.4877,335.9690,299.9409,518.3221,316.4877,285.3868,476.4936,363.8938,367.9660,270.3072,375.4579,256.9304,225.5784,357.7103,518.0361,268.0818,409.3148,405.8625,354.4788,231.8993,364.2857,318.0967,326.2195,405.6348,305.4620,320.7756,168.9880,509.9668,622.6557,438.1271,304.0315,290.4890,374.9772,292.2593,228.5959,349.7745,371.6158,432.1752,503.9326,262.5938,425.5208,395.7494,401.3062,473.2980,324.6941,269.0046,349.3003,297.2973,448.1990,514.3662,157.6401,436.8231,564.9021,340.8624
MRPS24,1170.0198,1438.4152,755.7252,1139.7171,1191.2591,1682.7853,1281.3131,897.8193,1414.4487,924.0984,1204.8337,1664.3406,1964.3202,1086.5445,1259.0258,3061.2145,1305.9587,1508.7172,1486.6894,870.8791,2135.2265,2355.3985,915.4614,1652.8056,936.3208,983.4304,2634.7238,745.5106,1078.6988,1118.5714,1382.0905,2060.9756,1378.7487,799.8222,1163.9889,2272.2121,786.9601,2770.4426,1371.2375,1059.9803,3537.0332,2450.4833,2914.8076,2282.5342,1140.4769,1038.0925,1007.1395,3137.0787,1018.2208,986.9792,827.1650,1639.3324,2291.0692,659.6893,1369.3657,1576.4263,924.7944,926.4344,1077.1831,612.6254,1229.4997,1788.9775,1729.9795
GSR,590.7483,1195.5211,440.0218,694.0063,801.6649,1202.5421,716.6667,1042.9907,518.8002,554.7005,435.0291,786.7534,659.5950,668.9829,453.2951,610.1861,850.9735,1008.6464,516.0410,558.6081,655.8485,913.8817,640.0489,953.9078,616.7453,734.8858,817.3619,911.2740,639.5593,726.1905,681.1323,486.5854,679.1311,475.0096,978.9474,661.2320,772.4252,824.4561,695.6522,760.2753,601.6092,729.5276,346.7585,863.0137,730.2868,796.4282,703.4745,850.5618,621.6506,731.2500,754.3667,742.3803,558.6542,678.6435,245.4874,662.5404,576.9683,645.7820,815.2113,1270.0885,1030.4281,1011.6026,862.9363
ENDOG,135.7996,251.8906,241.0251,450.3836,348.8907,625.5817,258.1111,82.6916,269.9282,134.6854,206.8328,207.2194,309.8939,230.0126,242.1490,361.9687,292.9274,470.1403,314.4437,384.6520,841.6227,535.1799,227.3457,457.2445,186.3404,215.9113,215.8061,250.3921,263.3421,271.1095,326.5117,303.0427,338.0495,311.6726,258.5540,685.8265,249.1238,154.5086,321.6555,400.9204,412.8904,308.4005,761.8087,507.8938,130.3811,280.2090,205.6449,524.2584,195.4234,194.5729,296.5531,413.7300,427.0430,221.5048,329.7081,261.4801,156.6392,253.0142,128.0451,69.7487,218.4012,267.4112,146.6992
BCAT2,773.7715,652.8854,388.2225,372.4433,204.7867,453.7165,391.9192,391.2773,397.1272,531.1604,430.8519,324.5417,288.3317,432.7227,636.1032,283.5455,459.7050,648.6180,662.1160,536.6300,446.2475,821.3368,1047.0564,576.1523,630.5031,401.2539,547.9143,407.6081,377.2298,511.4286,255.0942,415.2439,789.2466,214.2381,336.8421,602.3511,279.0698,300.0750,337.7926,280.8260,329.2758,463.9796,624.6444,410.9589,276.6398,492.4480,280.8187,306.7416,316.1844,565.6250,316.5995,427.4311,794.8515,483.3326,561.1140,269.6448,279.6710,256.7171,245.6338,266.1947,365.6524,339.3764,433.7782
ACSF2,217.4533,391.0422,223.0098,86.6999,246.4100,832.8267,226.2626,651.0903,461.3435,629.5458,512.0095,291.4252,346.6731,262.7922,375.3582,310.4799,268.0826,585.6839,466.2116,391.0256,268.4246,482.6478,292.9314,351.2024,508.2547,319.3014,960.5411,493.0401,109.1291,195.7143,316.7750,577.4390,451.7297,111.0352,443.7673,114.2289,572.2591,444.1110,115.3846,121.9272,597.4830,423.8556,653.9901,160.9589,290.4188,257.6233,428.3674,655.6180,216.5059,292.7083,456.8218,327.2859,518.9116,118.6699,81.2790,327.7718,162.1622,515.7808,318.3099,1228.5546,350.6962,232.7774,630.3901
MRPS22,461.4843,565.8915,467.2846,414.3686,554.0062,527.7701,632.3232,409.3458,452.8940,417.0816,422.4974,710.1124,613.3076,392.9248,566.1891,396.1802,580.5310,1041.5308,601.3652,400.1832,539.5538,710.7969,408.6372,559.1182,421.7767,506.4935,731.6798,503.6659,604.9318,559.5238,914.6382,847.5610,480.4110,502.1925,620.4986,419.2317,404.0698,642.9107,969.8997,561.6519,1076.9548,1430.6037,928.2827,525.6849,487.5645,554.3840,630.6521,1007.3034,448.0171,512.5000,542.8118,541.3643,540.5894,550.4965,497.1635,508.6114,421.8566,459.4626,441.1268,292.6254,549.2522,506.1639,684.2916
LAP3,2751.9929,5452.1964,2719.1930,1571.1814,2488.6576,3539.6518,2105.0505,4755.7632,2964.0896,3027.0107,4112.1886,1979.4205,3451.7840,3129.5009,5224.6418,3258.5700,4700.8850,4066.3359,4168.6007,2863.5531,1393.5091,3055.2699,2700.3463,3041.5832,6080.9748,3262.4272,4037.2041,5943.2579,2227.7020,3975.7143,1879.0616,8655.4878,3139.0605,3447.1598,3878.1163,1323.6415,2642.0266,4064.5161,1275.9197,3927.6303,6291.7268,2560.6420,3668.8127,2015.4110,4124.1593,1571.1979,2901.4755,4623.0337,2668.8103,2577.6042,7034.5670,3787.3730,6187.6482,3617.3720,1466.7354,3420.3445,3387.7791,4427.0797,3692.3944,1202.5959,4838.0609,7570.7034,5194.5585
GLUD1,2605.8160,3593.8846,3913.8495,3370.3063,3500.5203,3887.8143,4894.4444,3406.2305,3653.5699,4123.1326,3456.3628,5068.2436,5703.4716,3015.7928,8226.9341,3443.1929,7681.8879,5100.4961,5881.9113,5180.4029,4758.6207,5489.7172,3184.3553,5615.2305,3978.3805,2448.2759,5627.9594,2211.4547,2791.7104,6653.3333,8381.9804,3192.0732,2987.4596,4618.7887,4720.7756,2487.1272,3049.0033,3843.9610,4665.5518,4021.6323,9515.9893,5714.3899,4997.1553,4238.8699,3695.9506,3729.0776,7183.2461,4408.9888,2857.4491,3276.0417,7497.2517,4010.1597,3203.7936,5624.0471,2785.3533,7553.8213,4179.7885,3672.8851,3694.0845,2244.7198,3444.0433,3258.8832,3436.3450
HMGCL,901.2233,855.2972,705.0164,549.9135,697.6067,823.4319,615.6566,1059.8131,904.0980,830.5417,1152.9166,783.4418,930.5689,797.8522,766.1891,754.1626,768.8496,1742.3104,703.7543,764.6520,879.6484,960.1542,563.4549,1499.4990,761.3994,685.1769,1836.5276,1097.4392,466.4218,683.3333,659.1034,1517.0732,1411.5273,280.5828,883.6565,796.0691,598.0066,1461.3653,642.1405,849.1642,1282.4427,1265.7304,1216.3498,549.6575,869.1366,379.2154,711.5659,1367.9775,538.0493,758.8542,780.2614,976.0522,1164.7285,460.2579,394.4301,1196.4478,592.2444,888.4196,475.4930,601.7699,972.1506,637.4184,1059.0349
FHIT,51.9472,71.4901,125.4089,250.3307,121.9563,77.9221,75.2525,74.1433,65.9062,37.4227,53.7073,116.3808,35.1977,58.1175,169.6275,44.0744,16.5192,81.0773,54.6075,77.8388,79.1075,35.3470,86.3720,41.0822,30.6604,51.9481,195.0395,69.2806,58.2371,51.4286,138.7818,64.6341,55.3138,93.9883,142.3823,121.8834,96.3455,53.2633,98.6622,42.4779,45.3889,149.5532,94.0261,31.6781,31.7977,135.2712,37.6011,76.4045,47.1597,123.4375,42.9950,21.7707,96.6467,84.4699,156.3693,92.5727,55.2291,105.5966,86.1972,35.3982,58.2775,2.1755,166.3244
MRPS33,785.8522,1077.9500,580.6979,455.0728,728.4079,1267.2009,1219.6970,565.7321,885.5091,675.4187,782.3363,939.5624,1321.6008,442.1984,946.7049,749.2654,687.1976,1315.3792,853.9249,497.2527,1268.4246,1219.7943,505.6020,931.8637,439.0723,811.0166,2049.6054,1085.1132,690.9759,723.8095,902.3020,1325.0000,672.9851,383.7856,1208.8643,1453.7682,474.6678,1648.1620,887.9599,810.6195,4850.0103,3267.5543,1406.1985,791.9521,501.3435,630.7590,546.8824,2580.8989,495.1768,840.6250,811.5305,842.5254,1330.9247,384.4411,825.5802,1431.6469,615.7462,821.3071,951.5493,466.7847,1160.9077,707.0341,1677.6181
LYRM2,1466.0886,1115.5383,1358.1952,1058.2395,933.1738,1045.4435,1560.4394,913.9003,1112.7841,1453.6110,1383.3328,1662.9781,1868.2449,1101.0297,1179.4040,1190.7933,1420.5074,1373.7888,1361.2491,1232.4634,1060.1826,1617.9370,1165.0642,1311.0120,1185.7233,1362.2347,1901.0485,1924.3779,1521.3012,1426.1333,1860.5926,2000.9939,1744.4142,1073.7520,1578.6648,653.3125,1177.5872,2095.9115,1739.8662,1391.8112,3023.3299,3583.0823,766.1985,1405.9418,1444.0175,1612.9268,1541.4136,1552.9213,1156.0557,1331.3802,1482.1595,1321.7344,713.5057,1325.4975,1344.4002,1637.8364,914.1246,1442.4639,844.4394,1287.1976,835.4358,796.1566,1027.3922
MPV17L,99.0621,73.2127,126.4995,51.6943,82.4142,294.0039,192.4242,155.1402,170.6802,97.7818,125.9138,77.5872,152.8447,112.4447,73.3524,203.7218,254.3953,189.3692,142.6621,230.7692,90.6018,585.4756,173.9662,143.2866,195.3616,258.3968,208.5682,179.3646,70.8290,118.5714,3.5246,66.4634,173.6240,381.0213,110.2493,196.0732,251.2458,153.0383,163.8796,256.8338,249.2263,293.2701,71.2682,235.4452,143.0896,180.1083,342.6940,229.2135,95.3912,144.7917,124.0992,226.4151,120.5826,85.2940,102.3208,82.3466,179.7885,99.0262,287.3239,17.4631,57.7617,188.5424,256.1602
GADD45GIP1,919.3444,990.5254,750.8179,852.3456,1917.1696,1568.9417,923.2323,495.3271,1738.9100,858.9105,1836.1927,1199.7635,2082.9315,1256.4750,1350.7163,1181.6846,1506.0767,3217.0092,1955.6314,1385.5311,1818.1204,5460.1542,1112.6502,1303.6072,1252.7516,982.0869,2555.8061,828.3923,706.7156,1336.1905,2185.2627,1659.1463,1536.4956,1161.0322,739.6122,1358.9701,835.1329,1522.8807,1028.4281,1061.9469,4202.1869,2664.9644,5059.4400,2787.6712,723.9272,921.0601,1403.6173,2605.6180,1054.6624,778.1250,964.4558,1320.0290,1493.9596,460.2579,842.4961,754.0366,975.3231,1088.3492,888.4507,1325.7817,795.7710,1512.6904,1141.6838
ALDH18A1,1212.9065,1493.5401,1273.7186,2677.1141,1628.3039,907.9856,934.8485,1223.6760,773.9755,1081.6357,892.7346,1371.4962,710.2218,1019.5831,1061.3181,839.3732,1036.9322,933.8058,855.2901,436.8132,878.2961,705.0129,987.1664,1344.6894,804.2453,1001.7913,817.3619,918.9247,1175.7608,858.5714,2262.3637,843.9024,754.9315,892.8890,1008.8643,825.5095,1161.9601,810.2026,924.7492,1021.0423,879.7194,617.9099,1272.0467,741.4384,1076.8815,1204.5217,932.4131,833.7079,1176.8489,1239.0625,855.0140,925.9797,933.0473,1173.1015,1044.2496,1023.6814,1119.8590,868.7082,1011.8310,3556.8142,1788.0351,1065.2647,814.1684
OXSM,147.3850,150.7321,108.5060,133.1027,235.1717,206.6869,345.9596,185.0467,241.6561,188.3205,212.4422,218.5689,194.7927,123.1838,222.9226,195.8864,195.3982,490.9993,225.9386,185.8974,246.1122,523.7789,189.8554,259.5190,158.8050,163.4572,546.7869,125.3852,227.7020,160.4762,318.5373,157.3171,160.8199,171.3905,262.0499,327.9663,141.1960,291.0728,434.7826,259.5870,530.6375,845.5225,328.7917,196.9178,110.2320,202.9068,209.4241,368.5393,130.7610,218.2292,164.1627,240.9289,263.2946,215.0892,235.9979,259.4187,124.5593,207.4387,206.1972,108.5546,235.1728,131.9797,358.3162
CCBL2,608.1264,343.3075,316.2650,391.8877,757.0822,332.1194,417.8434,484.4798,817.7440,912.4793,217.5026,794.0485,533.8814,645.7423,456.8997,301.2292,1044.6773,1035.9235,643.3515,711.8498,267.1602,621.8895,731.0002,410.1353,489.6698,935.2978,540.1804,443.4980,517.2665,292.0095,387.1616,931.1646,684.3603,532.2595,347.5956,265.2465,442.9111,622.8057,343.0602,899.0049,1102.5211,1742.7321,902.8897,377.1404,728.4955,583.8814,983.4317,506.6461,492.4973,564.7344,504.6195,474.1219,630.9631,556.0427,313.9474,596.3455,404.1128,504.7518,687.4873,382.7115,258.1795,241.9144,934.3583
TARS2,396.2483,528.8544,509.2694,628.4726,682.6223,682.5090,648.4848,662.9283,481.6223,594.5375,558.5559,604.1396,458.0521,446.6203,538.6819,796.2782,612.6254,765.4146,526.9625,476.1905,536.8492,562.9820,567.9364,677.3547,534.9843,558.8894,558.0609,700.8819,469.5698,710.0000,624.7384,507.9268,1118.5688,377.3355,600.0000,835.5193,988.7874,627.9070,608.6957,560.4720,312.7708,310.7788,646.2045,422.0890,537.3808,567.6831,563.5412,645.5056,471.5970,705.2083,632.7104,673.4398,683.3013,722.3207,566.8901,681.3778,600.4700,580.5468,577.4648,654.6313,477.5658,631.6171,595.4825
TBRG4,1098.1394,1749.7847,942.7481,1644.8560,1069.7190,1881.1826,1355.5556,859.1900,1096.7469,1452.8444,1364.7620,1578.7108,1276.2777,1272.2678,1302.5788,2944.1724,1678.3481,1576.7541,1473.7201,711.5385,1696.4165,2255.1414,1509.4887,1850.7014,1077.8302,1355.1276,1378.8050,1187.1215,1327.3872,1129.5667,1742.4827,1276.2195,1257.8777,995.6312,1017.7673,2276.9225,1506.6445,1327.1793,1165.5518,1296.3618,1959.1500,1338.6832,2363.2280,2003.4247,931.7145,948.7983,975.2499,2567.9775,1060.0214,1236.9792,900.9405,1522.4964,1989.3869,906.0942,1271.9959,1445.6405,1322.0564,1096.3276,899.1549,1006.2537,1220.2166,1981.8709,1070.8419
TMEM65,657.7964,727.8208,479.2803,178.6914,504.4745,385.1893,771.2121,312.1495,451.2041,539.6107,590.7802,305.6180,1021.6972,467.4668,511.7479,481.3908,531.4454,462.0836,781.5700,546.7033,384.7194,422.2365,624.5671,448.8978,794.8113,696.8204,374.2954,641.3771,631.1647,736.1905,497.4116,772.5610,385.1482,478.2347,657.6177,312.0685,686.0465,744.1860,428.0936,446.0177,895.3992,371.3296,331.7862,372.4315,659.2719,493.9679,751.5469,914.6067,380.4930,520.3125,555.5148,707.5472,431.7489,554.2050,364.3115,609.2573,438.3079,616.6843,491.8310,682.0059,614.2341,411.1675,501.5400
ROMO1,1019.6146,1097.3299,639.0403,338.6588,1724.4537,1683.8906,1467.6768,824.2991,1723.7009,797.3442,1734.7456,1571.6144,3515.4291,600.7581,1006.3037,953.9667,1359.2920,3215.3083,1094.1980,817.7656,3208.2488,5321.3368,915.4614,1300.6012,1337.6572,941.3345,4421.6460,1243.2260,731.3746,950.0000,2063.6634,1562.1951,1570.2985,695.6978,835.4571,2898.7043,766.6113,2831.9580,1585.2843,1665.6834,7129.3584,4034.2878,2989.0702,1916.9521,759.9646,1997.9101,1197.5250,4864.6067,669.8821,695.8333,793.9416,2233.6720,1708.0275,544.7278,937.8030,2617.3305,828.4371,1475.5368,669.2958,1128.9676,913.3574,1658.4482,1292.6078
PRDX5,4320.0732,3305.3402,2580.6979,1696.5503,4269.7190,3740.2597,3523.2323,2755.1402,3940.8534,2947.3367,4369.3868,3506.5642,5493.2498,2830.7012,3009.1691,3399.6082,2725.1917,5284.7626,3637.5427,3745.4212,5908.7221,9582.9049,2323.4875,3271.0421,3389.1509,2726.3771,12818.4893,4560.1955,2693.0745,2913.3333,4781.5839,5112.8049,4812.8164,3126.0330,2877.5623,4423.7184,3093.4385,5033.7584,3448.1605,3194.1003,9879.9257,9170.1623,6488.3965,4491.4384,3029.2592,3248.4089,3567.3489,10304.4944,2300.1072,1925.5208,3604.2506,3882.4383,6539.0087,1848.8607,3446.7251,5498.9236,3164.5123,4030.9750,3055.2113,5102.5369,3374.9355,2851.3416,4095.9959
DNAJC15,749.6100,576.6581,660.8506,217.7674,350.8845,487.9801,623.7374,453.5826,946.3456,350.0830,592.5705,1173.7433,1438.7657,702.4637,281.9484,336.9246,832.0944,742.1687,708.5324,696.8864,476.6734,422.8792,233.8562,532.5651,848.2704,1006.7174,1470.1240,239.2944,503.1480,629.5238,937.1076,1135.3659,428.6823,947.7155,603.3241,154.8566,398.6711,647.4119,744.1472,784.2675,1157.8296,2132.4093,527.0250,578.7671,767.3841,299.4205,980.9614,1301.6854,728.8317,570.3125,1098.3266,142.2351,739.3022,494.4580,734.3992,433.7998,520.5640,775.3139,822.5352,336.5192,601.8566,445.2502,1292.0945
C2orf47,253.0070,270.8010,169.5747,143.5759,304.2664,226.5267,269.4949,251.7134,295.7330,219.7073,249.4405,308.4991,322.4156,177.8080,374.1433,180.4750,287.3204,452.3770,255.1809,191.3919,281.2711,376.9537,240.3748,228.3116,242.5314,237.6713,426.9673,220.3762,199.1028,307.0857,382.3240,362.1341,217.1580,227.1384,272.0222,228.8699,209.7176,423.1058,285.9532,253.1799,509.1809,477.7166,397.6643,276.4212,262.8608,276.5118,288.3532,335.3146,191.6827,203.5052,277.9431,341.7997,268.1179,255.3793,197.0376,317.0075,239.5182,237.7660,235.4930,461.8431,281.0727,332.7484,310.0616
