TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
SLC25A31,0.6040,0.0000,0.0000,0.4070,0.0000,0.0000,0.5051,0.0000,1.6899,0.0000,0.0000,0.0000,0.4822,0.0000,1.1461,0.0000,0.9440,0.0000,0.0000,0.9158,0.0000,0.0000,0.4074,0.5010,0.0000,0.0000,0.0000,0.0000,0.5247,0.0000,0.0000,0.6098,0.5122,0.0000,0.0000,0.0000,0.4153,0.0000,0.0000,0.0000,2.4758,0.0000,0.5989,0.0000,0.0000,0.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9032,0.4120,0.0000,0.5382,0.0000,0.9386,0.5634,0.0000,0.0000,0.0000,0.0000
SLC25A18,256.1117,385.4436,1496.1832,229.9786,243.4964,1174.3576,800.5051,1082.2430,893.9586,700.1660,2129.1959,908.8114,400.6750,1687.3026,2596.5616,1598.9226,680.1180,696.8108,2205.4608,800.3663,1475.3212,934.4473,480.3422,900.3006,877.7516,809.6731,1684.3292,527.4679,1110.7030,774.2857,1326.1372,469.5122,771.3208,1340.7157,773.9612,623.5482,2132.4751,1788.4471,645.4849,339.4297,1510.2125,1410.9064,561.1619,1036.8151,325.3963,640.6384,1011.8991,2893.8202,553.0547,544.7917,962.5015,800.4354,214.5196,254.2338,1602.8881,983.8536,1185.6639,891.7048,2055.2113,67.9646,135.6369,448.1508,869.0965
TRNT1,334.5761,213.9276,274.6619,269.6326,327.4506,246.6096,596.1869,308.6854,286.8103,456.9187,325.3946,423.4181,368.4812,280.9476,278.7908,288.5504,323.5965,315.4982,414.8942,254.1484,183.2319,449.7751,357.8407,295.0852,277.5393,390.6359,452.2886,251.2634,395.5247,249.7048,410.3624,261.0183,172.3385,358.5608,437.1025,201.0251,283.4053,313.7134,445.6856,424.2832,684.0685,633.5072,347.0699,267.9795,182.3067,373.4473,334.5121,485.0337,188.6388,341.1510,273.3700,431.1611,342.5404,389.9172,312.3548,268.7083,355.2761,350.4541,344.1972,354.4732,258.8809,179.3038,396.1294
IDE,231.9502,303.6176,213.7405,405.4137,141.1030,207.7922,207.5758,364.4860,138.5720,191.3385,202.2975,225.6653,215.0434,244.4725,115.1862,190.0098,465.3687,161.5875,144.7099,163.0037,93.3063,156.8123,265.6345,316.6333,225.2358,231.5271,133.0327,167.0386,190.9759,180.4762,179.7555,198.1707,99.3600,240.0388,228.2548,96.5646,201.8272,155.2888,105.3512,211.2094,81.7000,132.7740,114.3884,91.6096,357.1940,177.4485,267.0157,110.6742,181.1361,205.2083,148.5282,156.0232,155.8090,260.8266,110.5725,118.9451,148.0611,214.9478,305.9155,343.1268,250.6447,292.9659,229.4661
GSTK1,2313.4620,1818.6908,1079.6074,1266.3071,1309.8855,2920.1437,1326.7677,2353.8941,2877.9045,1614.6069,2838.7289,1657.2442,2256.9913,1936.8288,2207.4499,2025.4652,3352.4484,4192.2041,1580.2048,1293.0403,1268.4246,2067.4807,1641.4748,2613.2265,1676.1006,2442.4541,2926.7193,2114.9718,1132.7387,1995.7143,917.2816,3350.6098,1883.2315,1130.1635,2181.1634,1617.4570,1406.5615,3356.3391,1760.8696,2272.9597,7039.4058,4797.3737,3444.8271,1483.7329,2384.8261,802.8878,1587.8153,6773.5955,1767.4169,2242.1875,2651.5207,2173.4398,3982.8384,1089.0436,1647.0346,2251.3455,1793.1845,2179.0449,2099.7183,378.9971,2886.5395,3906.4540,4353.1828
HSPE1,1758.9439,1693.7855,1150.4744,810.8110,1051.3965,1498.7566,2150.9798,1241.7445,1897.7609,1300.1358,1466.8059,2440.6339,2659.0839,897.6627,1965.0430,1175.8080,1484.7953,3080.9355,2240.9556,1478.9377,1464.5030,3205.0129,1073.9458,1584.6693,1341.1832,1271.3748,3956.0316,2182.1230,1552.4397,1526.1810,1890.5166,2245.7317,1981.5569,1178.0699,1681.9778,1840.6154,1110.0498,4237.8095,2188.9632,1886.3127,5196.6165,6104.6653,3297.4936,1347.5685,1545.3143,1648.6938,1493.0985,4506.1573,1162.8189,1228.0260,1797.9724,1942.5980,1748.6553,883.0195,1608.6643,2694.8332,1136.3102,1722.8300,1517.1493,1639.6460,1665.2914,1494.5250,2243.3265
MRPL54,520.6800,288.1137,436.2050,365.9306,788.7617,726.7201,668.1818,327.7259,1292.7757,650.0679,880.7996,750.7983,2012.5362,580.5433,714.6132,585.2106,1002.9499,2548.5471,1162.4573,689.5604,1159.5673,3732.6478,444.8971,681.3627,688.2862,443.7976,2039.4589,601.4239,618.0483,1194.7619,1379.8877,1426.8293,650.4498,574.9874,421.0526,618.2489,341.7774,1494.3736,698.9967,881.4159,3749.9484,3083.7133,2025.4529,1809.0753,422.9092,458.6302,754.4027,1657.8652,530.5466,417.7083,607.7928,596.5167,593.8805,346.5326,375.0387,681.9160,473.5605,590.8718,611.8310,375.6932,387.8288,569.9782,778.7474
MRPL38,754.6718,997.9199,727.7372,1145.4971,1169.0281,1343.0782,981.0354,658.0436,1333.8403,725.5168,975.1514,1205.8522,2030.2604,655.2243,1264.5673,1132.7179,1378.9640,2176.8335,1383.5563,1021.7216,1421.4807,2251.2147,815.7547,915.1152,946.8239,957.2235,1987.5986,1195.9877,809.2707,1229.5048,1686.6263,1531.4817,1295.2965,987.6053,873.4349,1139.9981,930.7184,1007.7569,1284.4983,1420.1219,2046.0904,1656.6332,1832.9211,1919.5377,826.5383,1047.2879,1024.1837,2665.2135,980.7074,760.1667,1222.3281,1313.9478,1093.6480,878.5941,1053.0954,1015.8450,1065.6169,1021.0442,747.6056,1115.0159,596.8644,1228.5134,1130.7187
ICT1,335.2406,421.1886,251.9084,385.4686,477.4194,400.1105,462.1212,262.9283,522.1800,260.1479,372.9673,483.9740,634.5227,290.5875,598.8539,273.7512,493.6873,957.6187,580.2048,354.3956,519.2698,1000.6427,301.4871,388.7776,362.8145,353.3363,988.7260,527.4679,336.3064,581.4286,535.7418,699.3902,453.7784,320.2053,398.3380,378.0151,323.5050,588.8972,553.5117,511.3078,1600.1651,1459.0553,818.0865,745.7192,394.2913,405.8136,482.1514,635.3933,377.2776,327.6042,500.3054,486.2119,465.1688,252.1736,390.3043,524.2196,356.0517,344.9490,365.6338,326.1357,259.9278,300.2175,593.4292
MTCH1,5135.5233,7855.2972,5689.7492,4744.4795,7318.2102,6400.1105,6381.3131,4801.8692,5914.6599,5840.3501,6484.2608,6626.6115,8215.0434,4773.8471,8375.9312,6467.1890,4344.5428,6990.2197,4863.4812,6576.9231,6663.9621,6140.7455,3844.7749,6137.2745,5284.9843,6255.2620,8881.6234,9110.6152,4600.2099,5506.1905,8352.0211,8195.7317,7387.9831,5577.1009,5039.3352,6918.5001,4327.2425,6972.2431,5396.3211,5545.3294,6739.0138,9194.9663,9064.8301,7128.4247,4639.2818,5621.3546,4533.0795,9076.9663,4272.2401,5360.4167,5813.1184,5775.0363,3740.7700,38785.6937,4901.9082,7045.2099,5603.9953,6185.1461,3028.1690,7480.3540,3207.8391,7305.2937,4464.0657
TRIAP1,1191.7652,527.5624,480.9160,331.3320,525.7024,583.0340,887.8788,606.2305,807.7736,376.0374,639.1168,845.4169,1156.2199,416.2982,546.7049,453.4770,926.4897,1034.7271,677.8157,400.1832,736.3083,1054.6272,544.7138,484.4689,537.3428,673.0855,1511.8377,475.1886,572.4029,644.7619,1119.5066,953.0488,538.2856,400.3718,383.9335,914.4196,429.8173,1477.8695,775.9197,805.1131,2594.5946,2378.9896,1326.5459,639.5548,688.9498,656.2173,806.2827,781.4607,515.5413,494.2708,543.7889,705.3701,836.4006,378.6724,626.3022,628.6329,601.6451,622.3161,815.2113,599.8820,817.4317,747.6432,1022.0739
COX10,242.8229,208.8717,171.2105,354.5334,256.8158,184.5814,234.8485,222.4299,209.5480,237.2114,111.5918,263.5127,144.6480,209.7284,162.1777,226.2488,279.4100,218.2849,178.8396,180.4029,186.6126,170.3085,240.3748,163.3267,201.6509,278.9969,280.7215,183.1899,200.9444,264.7619,301.3548,243.2927,286.3003,252.9392,219.9446,292.0490,213.8704,168.7922,242.4749,250.5408,145.2445,180.1933,226.3812,178.9384,242.7223,289.1612,289.3860,219.1011,249.7320,229.1667,203.2491,248.9115,131.8731,277.3085,178.2362,178.6868,223.2667,189.1353,148.7324,342.6549,208.8706,216.8238,339.3224
AKAP1,564.1706,1057.7089,1087.7863,1072.5552,1219.1467,1220.7792,1035.3535,1107.1651,655.6823,966.9534,830.0761,871.4370,825.9402,948.8313,918.6246,1156.2194,663.5988,689.4401,883.9590,1152.0147,909.3982,684.4473,1031.1672,695.3908,1263.7579,663.2333,595.2649,969.5038,868.8353,941.9048,1061.7909,806.0976,1083.2294,997.0133,1536.8421,1040.4246,820.5980,662.4156,916.3880,691.8387,712.1931,598.2127,459.3502,597.6027,660.3319,1056.3313,1621.1328,660.1124,652.7331,1118.7500,969.8302,653.1205,708.1405,1384.4823,666.7354,821.8515,662.7497,872.9321,948.1690,694.2773,291.9030,777.3749,724.3326
RNMTL1,181.8152,369.0784,286.2595,401.3432,242.2477,351.4783,338.3838,239.8754,334.6008,322.3178,308.5186,449.4382,367.8881,279.8484,242.9799,348.1881,315.7522,544.8618,369.2833,257.3260,490.1961,633.0334,310.8576,361.2224,302.2799,352.8885,490.4171,304.3247,282.2665,396.1905,544.1128,411.5854,444.0472,309.6086,278.6704,471.0468,326.8272,295.5739,386.2876,444.4444,513.3072,430.4213,712.0826,505.9932,324.3364,360.5966,390.2903,543.2584,317.2562,276.5625,338.5856,358.4906,411.4260,273.6001,353.9969,406.8891,334.9001,269.3887,181.4085,337.9351,231.5627,338.6512,371.6632
TMEM70,856.5246,678.2946,545.8015,279.2307,564.8283,879.8011,594.4444,621.1838,452.8940,268.5982,1132.0304,473.5659,848.1196,595.0726,311.7479,316.8462,572.9794,1157.1935,403.4130,459.7070,836.3759,732.0051,314.1169,699.3988,522.7987,849.0820,1976.3247,848.7940,458.5519,322.3810,585.9676,1078.0488,345.7115,398.0682,583.3795,725.4121,422.3422,1510.1275,461.5385,411.4061,1481.3287,2107.6053,1140.8894,394.6918,936.9717,581.3622,558.7815,820.7865,468.3816,527.6042,405.0324,697.3875,1505.2501,283.4892,400.6189,683.5307,451.2338,549.1024,741.4085,745.7227,748.8396,417.6940,1641.6838
TMEM14C,2583.4666,2048.6649,1194.1112,508.3952,2259.7294,2681.4037,2046.4646,2247.3520,2913.3925,1449.8265,1989.5569,2809.6984,3370.2989,1349.9684,1617.1920,1495.5926,1503.2448,3662.6506,1217.0648,2020.1465,2678.8371,2823.2648,1162.7623,1461.4228,1433.9623,1640.3941,6680.9470,3106.5774,1462.2246,1846.1905,2705.5843,3201.8293,1590.7851,1167.4823,1710.8033,2102.0464,1657.3920,4039.0098,1782.6087,1481.6126,10006.1894,11134.7802,3760.4432,2407.5342,1747.8126,2071.2454,1990.9567,5475.2809,1126.4737,1535.4167,2080.3713,2245.2830,2188.5514,1133.9569,1334.2960,2303.0140,1310.2233,2386.4836,1281.6901,2272.0944,1891.1810,1879.6229,2424.5380
NDUFC1,955.5867,698.9664,592.6936,331.3320,629.7607,704.0619,677.2727,719.6262,1008.8720,646.4464,742.3542,1240.4494,1287.3674,724.5736,894.5559,558.7659,707.9646,1564.2807,901.7065,856.2271,686.2745,1850.8997,493.3795,747.9960,594.7327,682.9378,2175.8737,618.0002,623.8195,544.7619,979.8436,1223.1707,1204.1004,533.5219,662.6039,819.0326,731.3123,1257.3143,657.1906,719.7640,2152.2591,2068.2108,1493.0379,875.0000,815.0806,640.2584,785.3403,1901.6854,483.3869,790.6250,660.0708,1206.8215,1218.9229,253.8217,649.4069,823.4661,558.1669,1112.2844,1061.4085,295.4572,661.6813,783.9014,1106.7762
MRPL35,702.4951,537.8984,704.4711,524.6769,957.3361,746.0624,958.5859,791.2773,718.2087,690.5085,726.8387,946.6588,765.1880,794.0619,818.9112,846.7189,1020.4130,865.2020,1013.6519,656.5934,590.9398,1154.2416,1243.8378,613.7275,814.8585,1321.0927,1219.8422,717.8833,875.6558,703.8095,900.9803,907.9268,607.4279,1054.1435,851.5235,500.4872,982.1429,1180.7952,839.4649,1072.1731,1314.6276,1083.3485,1112.1425,779.1096,832.0393,790.7286,1021.8943,932.0225,770.6324,857.2917,814.9505,836.7199,761.8833,511.7640,654.7705,742.1959,895.4172,960.2253,1112.6761,1012.3894,695.7194,997.0993,1545.1745
ACSM3,1.2081,2.6960,2.7263,1.2211,1.6649,4.5316,1.5152,5.3645,3.3798,1.8108,4.3622,2.3655,2.5362,2.5268,2.6189,8.4035,2.3599,5.6017,0.6826,1.8315,1.3523,2.6350,2.0371,0.5010,0.4206,4.8231,4.5096,3.1410,0.0000,1.5095,0.9120,3.8841,1.7106,0.9215,5.1080,3.1148,0.7973,4.2011,5.0167,0.3933,0.0000,5.1067,0.6348,0.8562,4.2397,1.5199,2.4465,1.2247,4.2872,0.5625,0.5179,4.8403,27.5217,2.4723,1.3822,1.7169,1.1751,1.4080,2.9352,26.2702,12.5477,0.7252,18.7064
UCP1,0.6040,0.0000,0.5453,0.0000,0.0000,0.0000,0.0000,0.6231,0.0000,0.6036,0.0000,0.4731,0.0000,0.0000,0.5731,0.4897,2.3599,0.5670,1.3652,0.0000,0.0000,0.6427,0.0000,0.0000,0.7862,0.0000,0.0000,0.4250,0.0000,0.0000,0.4406,0.6098,1.5365,0.0000,0.5540,0.0000,0.4153,0.0000,1.6722,0.0000,0.8253,0.0000,0.0000,0.0000,0.0000,0.0000,0.4760,1.6854,0.0000,0.0000,0.0000,0.7257,0.4516,0.0000,0.0000,1.0764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SFXN1,1147.0664,1149.0095,841.3304,1860.5882,837.4610,1281.5695,1192.4242,1367.6012,978.4537,1252.4521,889.7509,1223.8912,1128.2546,1218.5723,657.8797,1031.3418,1204.4838,1072.1474,954.2662,1081.5018,1317.7823,2032.7763,1280.5052,1867.7355,982.3113,1167.9355,1188.2751,1238.9757,1378.2791,1305.7143,1274.1491,740.8537,1539.5686,1542.9749,832.6870,1668.0945,1743.3555,1221.3053,1438.1271,1504.4248,1671.9620,1584.5340,1213.3553,2113.8699,1356.7011,1503.1823,1264.6359,1354.4944,1138.2637,1055.2083,1116.4041,1254.7170,1161.5671,1060.2003,1114.8014,1168.4607,1386.6040,919.8639,1224.2254,545.6047,994.8427,1162.4365,1396.3039
GLRX5,408.3291,990.5254,746.4558,541.3656,731.3215,891.4065,1144.4444,429.9065,910.8576,781.0472,672.5347,700.6505,1192.3819,498.4207,1206.8768,710.5779,863.7168,1077.2502,784.9829,712.4542,922.9209,925.4499,576.0847,605.2104,619.1038,777.8773,924.4645,688.1309,714.0609,909.5238,1232.2943,907.3171,726.2503,727.4880,570.0831,1010.9842,740.8638,738.1845,1127.0903,877.8761,1289.0448,623.7461,1333.1337,916.9521,396.4111,529.6856,989.5288,1212.3596,741.6935,818.7500,874.5572,928.8824,599.3000,620.1327,848.2723,520.9903,789.6592,702.1002,489.0141,654.1593,591.5420,816.5337,723.3060
PTRH1,124.4316,152.0241,80.1527,120.8914,144.4329,225.4767,112.1212,77.2586,147.0215,109.2500,216.6194,80.8989,171.1668,112.4447,131.8052,123.4084,139.7050,258.5400,93.5154,114.4689,123.0561,182.5193,157.6696,191.8838,158.8050,199.2835,204.0586,170.7576,51.9412,151.4286,115.4312,210.9756,169.0145,135.4538,383.9335,133.0707,135.7973,163.5409,167.2241,111.3078,235.1970,175.0866,307.8305,125.0000,92.2133,112.0927,82.8177,485.3933,101.8221,107.2917,176.8658,241.6546,508.0727,90.6506,80.4538,283.1001,122.2092,193.3591,132.9577,144.4248,142.8571,89.9202,142.7105
MRPS11,569.6070,879.8450,466.1941,503.1037,567.7419,865.9851,554.0404,414.9533,839.8817,583.0693,691.0339,753.1638,898.2642,406.8225,677.9370,609.6964,741.9469,1368.1077,950.8532,562.2711,972.2786,1412.5964,601.3445,935.3707,592.7673,885.3560,1822.9989,765.9122,510.4932,772.3810,1076.7706,793.2927,841.9996,625.2066,390.0277,917.9525,616.2791,1262.5656,976.5886,783.0875,2068.9086,1555.3529,1188.2018,1130.9932,571.2984,687.3753,828.1771,1499.4382,623.7942,538.5417,767.5583,910.7402,848.5943,503.1110,695.6163,519.9139,727.3796,669.2479,565.0704,724.4838,827.7463,907.1791,1040.0411
PDP1,854.7125,338.0706,625.4089,277.6025,348.8033,517.2700,704.5455,839.2523,461.3435,391.7308,555.5721,443.7611,549.1803,491.4719,432.6648,531.8315,471.0324,384.4082,250.5119,489.9267,545.6389,190.8740,327.5616,662.3246,630.8962,591.5808,862.4577,929.9756,587.6180,383.3333,339.2444,451.2195,646.8647,664.3684,968.9751,408.6331,308.1395,700.6752,386.2876,263.1268,576.0264,467.6272,264.7103,296.2329,678.3505,571.8628,324.1314,212.9213,367.6313,705.7292,300.4764,370.8273,585.7514,349.4170,527.2821,796.0172,285.5464,525.1672,797.1831,790.0885,1020.6292,261.7839,773.1006
SLC25A21,0.6040,25.0991,1.7012,0.0000,11.9709,0.6024,5.5303,0.0000,0.0000,0.0000,0.5967,2.0248,0.0000,0.0000,11.7536,0.0000,0.0000,0.0000,0.0000,4.0568,0.0000,0.0000,0.0000,0.0000,0.0000,0.4792,0.0000,0.5100,0.5247,0.4762,84.4675,1.2622,0.0000,0.5344,0.6205,0.6359,0.4651,0.0000,1.6722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5618,0.0000,0.5521,0.4886,0.0000,1.0252,23.5074,0.4415,0.0000,0.0000,16.7828,0.5634,79.0324,0.0000,0.0000,1.0934
SLC25A29,535.7809,1509.0439,697.3828,767.6809,647.2425,879.2484,781.3131,546.4174,689.4804,581.8621,840.2208,382.7321,829.3153,612.1289,802.8653,820.7640,1144.5428,1035.8611,842.3208,1287.5458,1336.0379,1243.5733,771.2365,961.4228,961.4780,899.6865,499.4363,838.5931,1025.7083,1079.0476,1274.1491,1356.7073,1761.8483,644.0964,570.0831,1900.0851,992.1096,1111.7779,727.4247,884.5624,523.2102,332.6646,1361.8805,1692.6370,377.3325,1770.3049,584.9595,498.8764,753.4834,1029.1667,779.2842,612.4819,1678.6722,1303.7208,2048.4786,592.5727,907.1680,924.5571,463.6620,1406.9617,367.7153,887.5997,604.7228
ACN9,396.8524,354.8665,302.6172,143.6858,237.2529,569.2180,863.6364,370.7165,645.5429,491.3234,282.8584,618.3323,854.8698,236.8920,563.3238,252.2037,524.3658,535.7902,750.8532,209.7070,494.9290,1051.4139,148.7065,343.6874,255.8962,68.9655,1284.1037,557.2203,555.0892,570.9524,33.4839,259.7561,151.6009,131.3072,625.4848,266.7303,306.0631,660.9152,494.9833,321.7306,1393.0266,3091.0086,616.8588,712.3288,129.3106,82.8346,251.3089,856.1798,167.2026,277.0833,512.5198,41.3643,326.0698,271.5398,543.3729,531.7546,123.3843,279.2444,435.4930,260.5310,334.1929,284.2640,552.3614
SLC25A39,2053.1220,1804.9096,1401.8539,2206.5737,2588.9698,1917.6568,2059.5960,1887.2274,2217.1525,2138.5242,2605.4006,1671.4370,2096.4320,1292.4826,2085.3868,2165.0343,2133.3333,3220.4111,2216.3823,1314.1026,1776.2001,2777.6350,1683.8460,2120.7415,1696.5409,1803.8513,3634.7238,2965.8910,1536.7261,1780.0000,2919.7048,2324.3902,2528.0474,1311.6899,1750.6925,2644.9279,1477.1595,2814.7037,2409.6990,1864.3068,2305.7561,2380.4487,3676.5983,2551.3699,1585.6444,1433.6468,1460.2570,2730.3371,1573.4191,1848.9583,1879.5652,2288.8244,2189.9063,1316.9063,1899.9484,2709.9031,2038.7779,1242.2856,1614.6479,1737.3451,2286.7457,1614.9384,2427.6181
NDUFB3,868.6053,656.3307,594.8746,292.6631,680.9573,588.5604,933.8384,968.2243,1248.8382,557.1148,793.0777,1216.3217,1155.7377,504.7378,995.9885,582.2723,702.7729,1617.0092,840.9556,725.2747,632.8600,1021.2082,563.8623,532.0641,537.3428,708.9118,2898.5344,679.2052,635.8867,602.8571,878.0703,1257.9268,809.2210,718.7342,786.7036,936.2055,512.4585,2224.3061,926.4214,711.5044,2623.4784,3657.8515,1610.4207,489.7260,718.6276,637.2186,859.5907,1955.0562,578.7781,723.4375,643.9477,956.4586,1039.1781,497.7543,682.8262,1034.4456,680.3760,766.3968,1052.9577,491.3274,981.9495,630.8920,2056.4682
REXO2,1665.3302,415.5900,534.3511,280.0448,802.4974,647.6927,512.1212,686.6044,659.0621,615.0596,1002.5362,497.2206,1057.3770,905.8749,582.2350,457.8844,495.5752,706.4493,588.3959,797.6190,337.3901,693.4447,611.5298,755.5110,643.0818,999.5522,1820.7441,561.0456,426.0231,542.3810,700.0771,2218.2927,815.3670,475.0096,781.1634,451.6161,463.4551,1969.2423,376.2542,458.2104,1597.6893,1966.8065,1332.5348,288.5274,930.6122,461.2900,754.4027,1048.8764,525.1876,621.8750,470.0134,1171.2627,843.6265,290.9061,302.8365,934.3380,411.2808,811.4514,764.5070,766.9617,853.5327,314.7208,1154.0041
SARS2,201.7484,221.0379,241.3304,266.7711,192.2997,303.9514,359.0909,150.7788,238.2763,339.2183,320.6922,210.9994,234.3298,304.6494,423.7192,681.6552,657.6094,339.7647,562.4573,320.7875,348.8844,778.9203,591.0328,168.4369,406.2028,264.6664,206.3134,342.7351,342.8017,543.2571,493.7680,298.3049,347.7602,400.5837,182.2715,498.2086,315.7724,181.0653,356.1873,620.5113,174.9783,205.0775,496.0803,580.4795,248.0219,385.6749,349.4955,246.6292,388.4244,241.6667,427.7025,275.1814,219.1984,250.9374,427.4368,155.0054,361.9271,200.3989,169.0141,230.7965,197.1274,322.6976,272.2741
CHDH,228.3260,350.5599,414.9400,417.6249,33.2986,733.9044,368.6869,966.9782,500.2112,723.1025,245.8601,272.9746,290.7425,620.3411,432.6648,678.7463,501.7109,299.3622,496.2457,890.1099,183.2319,152.3136,421.2671,667.3347,355.7390,545.9024,514.0924,982.2548,291.1857,398.0952,133.4949,129.8780,307.2991,580.9768,465.9280,469.8692,1156.5615,287.3218,464.8829,539.2330,433.2577,236.3670,313.8194,247.4315,239.5425,327.5387,261.3041,635.9551,254.0193,338.5417,452.9132,589.9855,222.6488,159.8747,303.6617,440.7966,537.0153,481.0513,598.8732,30.6785,96.9572,525.0181,831.1088
EARS2,270.0046,263.5659,446.5649,804.7217,643.0801,467.5325,493.4343,586.9159,466.4132,571.6010,522.1543,605.5588,473.9634,560.3285,405.1576,753.1832,826.9027,468.3203,640.9556,339.7436,469.9121,786.6324,649.0120,640.7816,631.6824,712.9422,259.3010,734.4597,570.3043,529.5238,431.3250,264.0244,572.0885,563.4692,286.9806,539.9374,529.4850,350.3376,625.4181,944.3461,246.7506,257.5233,383.2909,462.3288,585.0773,694.5949,722.5131,360.1124,403.0011,591.1458,505.6797,603.7736,385.6836,416.1688,510.3662,601.7223,623.9718,309.2808,557.7465,481.4159,425.9928,523.5678,504.1068
GRHPR,1216.5307,1576.6581,1876.2268,2185.4076,1673.6733,2306.7146,2151.0101,1267.2897,2811.9983,1484.8348,2031.3293,1049.3199,2272.9026,1377.1320,1943.8395,1061.7042,2902.6549,4352.6577,2374.7440,1444.1392,2553.7525,2946.0154,1924.2208,1937.8758,969.7327,1060.0090,2596.3923,2222.0805,1337.8804,2057.1429,3335.1691,2406.0976,1781.3106,2718.7503,2085.8726,2726.7722,972.1761,1561.1403,2083.6120,1408.8496,3256.4473,3894.9480,3573.5889,3011.1301,925.3125,1764.9853,2632.0800,2073.5955,1647.3741,1685.4167,2540.6132,1415.0943,1484.9272,1772.6318,1558.7416,1738.9666,1839.0129,2100.6688,1444.5070,1420.1770,1394.5333,1521.3923,1811.6016
PTCD2,198.7282,291.5590,158.6696,118.4492,191.4672,195.0815,184.3434,160.1246,130.1225,258.9407,143.8162,202.4837,174.5419,150.3474,161.0315,178.7463,213.8053,154.2169,174.0614,152.0147,129.1413,187.6607,150.7435,226.4529,166.2736,175.5486,454.3405,297.0991,137.4607,84.2857,168.3005,214.6341,187.9646,142.8254,150.6925,129.5379,119.1860,321.0803,140.4682,162.4385,309.4698,415.1012,185.0576,147.2603,182.3067,212.4062,199.9048,230.8989,112.5402,180.2083,170.5142,137.8810,355.4251,138.4482,110.9850,149.6233,142.1857,222.4569,219.1549,33.0383,277.4626,110.9500,231.5195
HARS2,789.4765,503.0146,602.5082,551.5417,693.0281,673.6668,603.0303,689.7196,464.7233,645.8428,569.2973,683.6192,449.3732,648.7682,578.7966,676.2977,558.8201,374.7697,521.5017,516.4835,406.3556,447.9434,632.7154,515.5311,568.3962,569.6373,431.7926,745.9356,668.4155,527.1429,634.8717,757.9268,852.7551,547.3437,544.5983,817.8550,631.6445,586.6467,540.1338,550.2458,210.4394,280.1386,604.8810,336.4726,714.3879,658.8772,583.5317,400.0000,619.5070,680.2083,517.4056,724.2380,710.3986,778.3592,653.5327,735.7374,616.9213,653.7604,609.0141,345.4867,801.4440,420.5946,611.9097
NDUFA4,3309.5192,2734.7115,2258.4515,2467.8946,3115.9209,6487.9801,6390.9091,5034.2679,6609.2100,2806.0963,4492.3169,7515.0798,9040.5014,2934.9337,3766.7622,4437.8061,6197.9941,12376.4706,8083.2765,3790.2930,5799.8648,9750.0000,3316.7651,4262.0240,3057.3899,4145.9919,62385.5693,3919.2434,3823.7146,3358.5714,4378.4558,6340.8537,3591.8146,3821.2702,4279.7784,8077.8640,3881.2292,12765.9415,5543.4783,6832.6450,38951.1038,37183.2938,12553.9751,5819.3493,4426.2373,2975.5866,6804.8548,22246.0674,3128.6174,3623.9583,3209.9670,5099.4194,2013.3228,2007.4993,3895.2037,5275.5651,3320.7991,4795.9639,5090.1408,2912.0944,4839.6080,5381.4358,10397.3306
NDUFA13,2297.4067,2616.2188,2464.4329,2370.7540,5027.9750,4149.3396,3613.0051,2130.6044,6848.8889,2771.2328,4701.3994,3972.4802,6200.6750,2790.9665,3660.1490,3200.9452,4451.8230,10226.9313,5161.8908,4509.8535,7372.9750,14337.6350,2727.4231,3073.4168,3817.6533,2614.2230,11668.9515,2530.6599,2389.0818,2907.3238,5453.3054,4251.5061,3758.0327,3307.2738,2052.7590,4066.3764,2229.7508,6442.6107,3725.1171,3340.7591,15095.6055,12434.6234,13020.2426,9174.1781,2202.9010,2820.4123,4605.2023,7856.1461,2748.6710,2091.3906,2876.9317,1846.8505,3616.6648,2111.9824,2892.6457,2075.4898,2853.2432,3189.2385,2431.9606,3049.7888,2146.5704,3571.5664,4581.8070
